time,p1,p2,p3
2024-07-19 03:58:45.722702+00,72.430336,56.927467,29.973499
2024-07-19 03:59:00.611562+00,61.401707,52.013706,33.992970
2024-07-19 03:59:18.642143+00,83.799744,86.556160,18.861147
2024-07-19 03:59:33.574914+00,66.087563,80.982651,30.473269
2024-07-19 03:59:48.486367+00,58.240154,84.158524,41.255287
2024-07-19 04:00:06.557114+00,69.177940,57.441513,29.379759
2024-07-19 04:00:21.443451+00,66.234779,59.207485,28.127808
2024-07-19 04:00:36.289524+00,58.472195,60.019302,36.426468
2024-07-19 04:00:54.398241+00,61.593254,57.146702,39.506004
2024-07-19 04:01:09.269504+00,68.376480,56.414635,23.477684
2024-07-19 04:01:24.137626+00,82.587440,66.778793,10.113764
2024-07-19 04:01:42.211657+00,72.373123,86.237961,30.756851
2024-07-19 04:01:57.087234+00,50.275169,64.654381,42.500134
2024-07-19 04:02:11.886691+00,75.464821,88.184273,20.152670
2024-07-19 04:02:26.725297+00,62.401024,60.660225,42.002419
2024-07-19 04:02:45.003291+00,73.255974,90.019279,36.135891
2024-07-19 04:02:59.847245+00,86.058334,75.098976,11.680121
2024-07-19 04:03:14.790999+00,68.855927,57.001347,20.545237
2024-07-19 04:03:32.811437+00,64.884438,56.947197,31.516392
2024-07-19 04:03:47.810187+00,83.246315,83.738907,22.380306
2024-07-19 04:04:02.807394+00,56.349617,74.312576,39.202114
2024-07-19 04:04:20.567016+00,60.551033,86.502609,39.936935
2024-07-19 04:04:35.478347+00,59.713455,75.256264,41.736126
2024-07-19 04:04:50.360291+00,51.674210,81.058662,45.324169
2024-07-19 04:05:08.40832+00,69.806488,59.249035,39.699596
2024-07-19 04:05:24.827436+00,84.618729,79.784157,21.891880
2024-07-19 04:05:39.695529+00,82.583557,80.647575,15.845094
2024-07-19 04:05:57.742645+00,79.964813,89.546341,34.785812
2024-07-19 04:06:12.634189+00,55.692539,83.633232,41.740448
2024-07-19 04:06:27.486169+00,50.859688,65.190971,47.669739
2024-07-19 04:06:42.439999+00,62.641804,57.910496,34.375996
2024-07-19 04:07:00.5072+00,80.502716,63.559933,14.757055
2024-07-19 04:07:16.931512+00,81.511612,65.548416,22.108112
2024-07-19 04:07:31.69803+00,67.356110,58.092995,26.029787
2024-07-19 04:07:49.661075+00,77.556755,62.354103,20.233418
2024-07-19 04:08:04.581025+00,80.025970,65.429192,17.325270
2024-07-19 04:08:20.930492+00,67.322639,87.582512,22.853659
2024-07-19 04:08:38.963284+00,49.196796,71.522194,43.890888
2024-07-19 04:08:53.79774+00,78.854309,62.207951,22.368736
2024-07-19 04:09:08.95883+00,80.578285,73.838654,15.954601
2024-07-19 04:09:26.992176+00,50.472668,69.742577,42.999905
2024-07-19 04:09:41.848446+00,71.943390,57.342354,26.564909
2024-07-19 04:09:56.781672+00,78.480965,66.950111,13.410186
2024-07-19 04:10:14.792194+00,59.581692,81.249603,44.826824
2024-07-19 04:10:29.660581+00,49.195400,75.831711,44.345776
2024-07-19 04:10:44.573003+00,53.581596,68.902687,44.778034
2024-07-19 04:10:59.387754+00,83.573326,61.069790,14.560304
2024-07-19 04:11:17.606258+00,53.142487,61.834736,44.277836
2024-07-19 04:11:32.410627+00,53.505531,79.779640,47.472702
2024-07-19 04:11:47.37751+00,75.971634,80.206680,18.436020
2024-07-19 04:12:05.43742+00,86.636368,65.552368,13.410212
2024-07-19 04:12:20.436823+00,55.901108,78.441177,45.378628
2024-07-19 04:12:35.317983+00,84.292572,79.839561,14.922841
2024-07-19 04:12:53.179278+00,70.365463,89.404312,33.247303
2024-07-19 04:13:08.080517+00,75.567673,63.562214,15.385607
2024-07-19 04:13:22.922508+00,58.837135,80.358475,35.618778
2024-07-19 04:13:39.02087+00,58.985676,79.460365,40.507092
2024-07-19 04:13:53.972576+00,65.554085,53.861012,34.898323
2024-07-19 04:14:08.951464+00,84.399193,78.270645,12.333047
2024-07-19 04:14:23.915526+00,52.394661,70.216797,44.199268
2024-07-19 04:14:41.839964+00,55.397484,51.425568,20.639290
2024-07-19 04:14:56.727834+00,56.631275,57.187504,37.458675
2024-07-19 04:15:11.595116+00,52.136330,60.761360,30.862677
2024-07-19 04:15:29.678435+00,54.356159,66.328972,43.046093
2024-07-19 04:15:44.584569+00,58.828472,80.942131,41.814026
2024-07-19 04:15:59.51325+00,61.029140,83.902969,40.738495
2024-07-19 04:16:17.439968+00,79.515182,60.375591,15.488082
2024-07-19 04:16:32.385191+00,58.036556,59.171562,37.027710
2024-07-19 04:16:47.236144+00,53.206276,66.161858,43.982052
2024-07-19 04:17:05.277308+00,72.086998,80.076660,45.230164
2024-07-19 04:17:20.096906+00,83.475044,78.113747,17.225824
2024-07-19 04:17:34.978043+00,55.777840,61.302181,33.740700
2024-07-19 04:17:49.981225+00,73.928101,86.443886,22.951656
2024-07-19 04:18:07.986554+00,60.750530,83.809067,46.998455
2024-07-19 04:18:22.820168+00,82.133713,72.060905,15.470377
2024-07-19 04:18:37.820046+00,53.422447,69.673935,47.709148
2024-07-19 04:18:55.906878+00,51.691822,78.972176,46.380787
2024-07-19 04:19:10.792262+00,70.962173,86.766808,34.721573
2024-07-19 04:19:25.701614+00,73.644135,83.772659,36.151615
2024-07-19 04:19:43.676826+00,81.458870,58.222305,13.478722
2024-07-19 04:19:58.629718+00,87.497025,45.352390,16.819368
2024-07-19 04:20:13.538163+00,86.232727,66.110641,13.635590
2024-07-19 04:20:31.525643+00,68.738327,88.181084,36.729256
2024-07-19 04:20:46.489493+00,87.791153,68.727173,12.263039
2024-07-19 04:21:01.293435+00,74.698578,59.303761,19.968517
2024-07-19 04:21:16.274092+00,66.334450,88.982368,37.678345
2024-07-19 04:21:34.169692+00,83.060776,84.801201,19.818169
2024-07-19 04:21:49.104176+00,68.435341,86.012184,34.550426
2024-07-19 04:22:03.973879+00,60.433327,87.529282,37.496628
2024-07-19 04:22:22.040938+00,53.086639,74.846695,47.955410
2024-07-19 04:22:36.911412+00,57.409592,63.213684,42.512878
2024-07-19 04:22:51.819472+00,61.218479,55.171162,39.637249
2024-07-19 04:23:09.954513+00,77.152878,83.014175,18.481628
2024-07-19 04:23:24.960791+00,55.419151,61.870804,45.664673
2024-07-19 04:23:39.960908+00,76.919563,75.158821,18.016115
2024-07-19 04:23:58.222937+00,70.378677,62.089523,22.150019
2024-07-19 04:24:13.066658+00,62.258915,56.831963,36.652187
2024-07-19 04:24:27.95418+00,54.326351,58.820938,38.324688
2024-07-19 04:24:46.087287+00,54.931602,57.705460,33.916317
2024-07-19 04:25:01.000609+00,90.569847,83.612907,21.187588
2024-07-19 04:25:15.889061+00,83.455315,71.665192,13.942713
2024-07-19 04:25:30.834098+00,67.049072,58.492962,19.820747
2024-07-19 04:25:48.84039+00,86.896996,73.583786,15.862160
2024-07-19 04:26:03.838733+00,58.231396,89.277519,44.955109
2024-07-19 04:26:18.693041+00,74.304459,61.215515,24.956400
2024-07-19 04:26:36.590547+00,63.577168,59.706043,32.771820
2024-07-19 04:26:51.510739+00,82.581467,78.376945,10.071572
2024-07-19 04:27:06.424762+00,56.525032,84.758194,41.480370
2024-07-19 04:27:24.47758+00,55.523304,59.527191,42.214085
2024-07-19 04:27:39.368404+00,65.345451,60.955128,34.424454
2024-07-19 04:27:54.299641+00,71.935974,60.349022,22.248859
2024-07-19 04:28:12.310791+00,60.632030,79.574562,50.167633
2024-07-19 04:28:27.22403+00,57.564915,62.711529,45.629940
2024-07-19 04:28:42.159061+00,78.541397,65.353920,15.560308
2024-07-19 04:28:57.15719+00,66.881538,90.044159,43.124344
2024-07-19 04:29:15.104147+00,52.635979,86.178703,48.998253
2024-07-19 04:29:29.925343+00,83.801079,85.933868,24.117287
2024-07-19 04:29:44.725132+00,70.643410,61.103996,31.777571
2024-07-19 04:30:02.847284+00,57.090019,62.671055,45.139782
2024-07-19 04:30:17.731461+00,58.322636,81.719070,44.701378
2024-07-19 04:30:32.638178+00,71.724594,86.976616,37.829124
2024-07-19 04:30:50.692382+00,54.935635,64.406693,36.489708
2024-07-19 04:31:05.600841+00,52.355789,72.662025,52.507317
2024-07-19 04:31:20.512087+00,54.300304,61.839649,38.094074
2024-07-19 04:31:38.58781+00,73.455147,89.684181,33.244141
2024-07-19 04:31:53.478202+00,51.754562,68.822044,44.246143
2024-07-19 04:32:08.414435+00,71.534615,57.117920,22.484852
2024-07-19 04:32:23.312723+00,76.263855,90.357155,35.479088
2024-07-19 04:32:41.332606+00,88.653191,80.602615,23.647936
2024-07-19 04:32:56.243049+00,53.665222,72.709061,47.715641
2024-07-19 04:33:11.143004+00,86.928040,71.097328,17.889029
2024-07-19 04:33:29.121249+00,55.303455,67.456924,46.631756
2024-07-19 04:33:44.070962+00,72.391838,90.734612,35.957748
2024-07-19 04:33:58.995828+00,78.799469,75.779579,15.812643
2024-07-19 04:34:16.986136+00,59.710655,82.035110,52.170155
2024-07-19 04:34:31.931905+00,85.781067,93.411514,29.819643
2024-07-19 04:34:46.813858+00,85.575142,76.495972,15.014785
2024-07-19 04:35:06.302039+00,54.341427,60.654160,37.843739
2024-07-19 04:35:21.241479+00,86.867188,79.211967,16.447104
2024-07-19 04:35:36.141645+00,53.507362,66.456985,40.938747
2024-07-19 04:35:54.130489+00,61.367748,61.088909,13.577984
2024-07-19 04:36:09.036139+00,57.691254,55.929688,32.982277
2024-07-19 04:36:23.960075+00,54.155785,77.451843,49.549179
2024-07-19 04:36:38.901301+00,84.655273,75.175423,18.296076
2024-07-19 04:36:56.887057+00,85.056465,88.667572,24.572956
2024-07-19 04:37:11.82821+00,57.283142,48.087421,28.962704
2024-07-19 04:37:26.722475+00,87.778427,71.969887,15.036409
2024-07-19 04:37:44.657209+00,53.196606,78.976654,51.263031
2024-07-19 04:37:59.641836+00,70.481865,89.292404,29.093563
2024-07-19 04:38:14.462966+00,67.948532,61.666080,14.514769
2024-07-19 04:38:32.558324+00,46.981583,72.419868,47.674793
2024-07-19 04:38:47.430112+00,74.278404,54.030743,26.244282
2024-07-19 04:39:02.228678+00,57.374298,81.212608,51.562958
2024-07-19 04:39:20.369914+00,88.021370,83.005371,22.438231
2024-07-19 04:39:35.370617+00,52.301243,69.601860,44.775700
2024-07-19 04:39:50.193614+00,74.741257,80.017349,28.530340
2024-07-19 04:40:04.994222+00,81.837311,63.251102,18.894501
2024-07-19 04:40:23.058048+00,79.179413,66.621063,8.723205
2024-07-19 04:40:38.04388+00,58.348057,57.014668,41.213627
2024-07-19 04:40:52.95493+00,56.684063,54.518383,22.129290
2024-07-19 04:41:10.910807+00,49.502361,79.885849,52.243843
2024-07-19 04:41:25.823186+00,62.290905,55.829433,22.143353
2024-07-19 04:41:40.742344+00,79.704308,90.155777,36.080559
2024-07-19 04:41:58.750001+00,51.225452,79.462219,49.248787
2024-07-19 04:42:13.676427+00,82.169678,89.345955,12.514882
2024-07-19 04:42:28.600561+00,74.122200,63.886379,10.329410
2024-07-19 04:42:46.607888+00,77.621368,90.019493,42.700974
2024-07-19 04:43:01.551964+00,83.202873,63.352638,15.762418
2024-07-19 04:43:16.473114+00,49.731548,69.479034,49.782455
2024-07-19 04:43:31.37497+00,84.611938,87.115524,21.709593
2024-07-19 04:43:49.343232+00,54.851578,77.063232,51.143818
2024-07-19 04:44:04.267053+00,85.493614,85.529961,28.115303
2024-07-19 04:44:19.190135+00,74.245300,54.620079,14.648659
2024-07-19 04:44:37.198567+00,81.281967,88.375084,27.719210
2024-07-19 04:44:52.117652+00,61.780304,58.870415,42.959133
2024-07-19 04:45:07.054338+00,84.649345,70.102470,15.471430
2024-07-19 04:45:25.01508+00,86.125237,71.339478,17.041782
2024-07-19 04:45:39.929592+00,70.944389,88.284584,31.726139
2024-07-19 04:45:54.863371+00,58.194473,78.403534,29.565762
2024-07-19 04:46:12.814706+00,83.950073,65.777191,16.335234
2024-07-19 04:46:27.724214+00,80.838387,60.249355,16.544407
2024-07-19 04:46:42.633549+00,82.654961,61.839840,15.691843
2024-07-19 04:47:00.667129+00,85.300896,89.886147,48.867897
2024-07-19 04:47:15.600502+00,54.127319,59.246902,39.090157
2024-07-19 04:47:30.511328+00,54.630047,60.614670,40.863541
2024-07-19 04:47:45.421525+00,57.415028,55.238060,22.564396
2024-07-19 04:48:03.417834+00,52.240189,74.535088,46.707199
2024-07-19 04:48:18.33417+00,51.624928,64.777168,41.926571
2024-07-19 04:48:33.265664+00,54.470554,58.895554,36.290134
2024-07-19 04:48:51.277496+00,80.848656,78.531364,12.304344
2024-07-19 04:49:06.1235+00,82.680679,71.793312,12.388135
2024-07-19 04:49:21.029444+00,83.427399,74.533142,11.631306
2024-07-19 04:49:39.061067+00,52.806416,76.101654,48.629906
2024-07-19 04:49:53.995558+00,47.634598,64.330482,44.511421
2024-07-19 04:50:08.90841+00,63.968853,57.403393,34.584213
2024-07-19 04:50:26.919187+00,62.530472,90.245499,42.630428
2024-07-19 04:50:41.830469+00,54.652863,68.702477,48.145863
2024-07-19 04:50:56.769065+00,51.094948,63.360432,46.869938
2024-07-19 04:51:11.660788+00,58.971664,55.323109,27.129910
2024-07-19 04:51:29.635292+00,53.891647,79.132416,45.653046
2024-07-19 04:51:44.569077+00,59.012623,61.026661,39.437424
2024-07-19 04:51:59.484901+00,84.371193,74.344254,14.582870
2024-07-19 04:52:17.482639+00,72.416183,55.778389,21.955053
2024-07-19 04:52:32.415577+00,82.083763,67.682007,14.980239
2024-07-19 04:52:47.314415+00,77.529701,90.922073,36.485744
2024-07-19 04:53:05.348841+00,73.525925,63.974495,22.210304
2024-07-19 04:53:20.262393+00,85.178268,71.994209,16.897148
2024-07-19 04:53:35.179291+00,61.589497,83.583168,42.705120
2024-07-19 04:53:53.139631+00,70.894653,83.363037,39.036503
2024-07-19 04:54:08.057769+00,63.311337,55.329475,27.886839
2024-07-19 04:54:22.974122+00,84.844879,82.193138,23.372734
2024-07-19 04:54:37.909006+00,62.656380,87.145805,43.079231
2024-07-19 04:54:55.88304+00,85.227722,78.563522,14.260521
2024-07-19 04:55:10.795432+00,82.098816,93.474915,17.729719
2024-07-19 04:55:25.751433+00,67.204727,89.193062,43.827900
2024-07-19 04:55:43.728027+00,85.694748,79.714317,20.444756
2024-07-19 04:55:58.661996+00,62.115818,83.795288,42.706333
2024-07-19 04:56:13.558349+00,61.473488,57.963802,34.268677
2024-07-19 04:56:31.536578+00,58.817474,58.867115,36.462769
2024-07-19 04:56:46.433014+00,85.713539,74.494591,20.969955
2024-07-19 04:57:01.370769+00,54.742817,84.408615,52.974197
2024-07-19 04:57:19.377122+00,53.066902,59.894054,33.334049
2024-07-19 04:57:34.31814+00,85.509583,84.921913,32.202000
2024-07-19 04:57:49.241414+00,58.088123,54.655949,33.954079
2024-07-19 04:58:07.216104+00,68.060699,89.606354,56.112949
2024-07-19 04:58:22.124798+00,51.116226,72.895508,46.988972
2024-07-19 04:58:37.024306+00,85.966919,68.487640,11.677325
2024-07-19 04:58:51.963066+00,58.721413,76.992218,48.547131
2024-07-19 04:59:09.946013+00,53.842957,75.116959,48.633602
2024-07-19 04:59:24.865274+00,78.675293,60.839451,16.976501
2024-07-19 04:59:39.784274+00,68.537956,88.183464,30.604071
2024-07-19 04:59:57.76284+00,57.119316,76.792679,46.299339
2024-07-19 05:00:12.680381+00,70.966942,51.359772,24.920601
2024-07-19 05:00:27.62039+00,79.479980,84.840477,27.094763
2024-07-19 05:00:45.603265+00,72.205612,89.705887,36.736156
2024-07-19 05:01:00.539583+00,50.138927,73.229965,48.621731
2024-07-19 05:01:15.415429+00,78.606743,55.076916,15.876515
2024-07-19 05:01:33.430599+00,91.988274,72.010689,47.284428
2024-07-19 05:01:48.300712+00,56.393623,78.528648,48.070755
2024-07-19 05:02:03.210662+00,56.530693,71.465828,50.739632
2024-07-19 05:02:18.122782+00,65.150467,55.499290,37.250679
2024-07-19 05:02:36.162344+00,54.470276,63.258575,48.034374
2024-07-19 05:02:51.080269+00,84.104385,61.553093,13.444418
2024-07-19 05:03:06.021631+00,57.218811,74.734634,49.406158
2024-07-19 05:03:24.049512+00,63.616665,55.116188,23.417528
2024-07-19 05:03:38.971895+00,64.939194,80.957657,47.416122
2024-07-19 05:03:53.876035+00,85.646004,65.841469,14.318741
2024-07-19 05:04:11.843299+00,80.087189,94.179062,40.824917
2024-07-19 05:04:26.762837+00,81.892090,71.238853,13.605105
2024-07-19 05:04:41.669814+00,74.625893,55.426533,20.384451
2024-07-19 05:04:59.67183+00,51.975159,77.117218,42.506939
2024-07-19 05:05:14.583533+00,58.459293,60.823654,43.572151
2024-07-19 05:05:29.495032+00,69.978577,51.947521,19.211090
2024-07-19 05:05:44.409249+00,88.569466,78.168060,21.884405
2024-07-19 05:06:02.468038+00,80.528831,63.684128,14.423529
2024-07-19 05:06:17.428786+00,80.563751,87.586075,37.056011
2024-07-19 05:06:32.381771+00,61.115570,87.973526,47.411030
2024-07-19 05:06:50.250145+00,80.476685,89.198853,35.283745
2024-07-19 05:07:05.181122+00,76.688950,92.091713,41.060593
2024-07-19 05:07:20.122742+00,50.482544,63.753273,37.679905
2024-07-19 05:07:38.127802+00,57.642960,53.263893,34.509335
2024-07-19 05:07:53.037612+00,80.531059,65.096161,12.727835
2024-07-19 05:08:07.986835+00,73.324104,60.860332,11.734444
2024-07-19 05:08:25.928173+00,63.027836,55.455563,24.353298
2024-07-19 05:08:40.839674+00,75.046921,59.122753,11.109307
2024-07-19 05:08:55.772595+00,69.664635,55.747402,19.242167
2024-07-19 05:09:10.680793+00,66.592461,54.258991,23.157688
2024-07-19 05:09:28.630806+00,55.068863,78.935249,50.450687
2024-07-19 05:09:43.561024+00,65.055351,84.846008,49.687359
2024-07-19 05:09:58.482355+00,79.926285,82.648178,37.235928
2024-07-19 05:10:16.535808+00,46.180275,66.824852,45.829865
2024-07-19 05:10:31.475939+00,86.993317,72.569885,17.900827
2024-07-19 05:10:46.416114+00,52.604847,72.444031,45.953976
2024-07-19 05:11:04.355782+00,52.516777,66.906792,46.279648
2024-07-19 05:11:19.251352+00,78.886574,55.968822,18.350927
2024-07-19 05:11:34.167782+00,78.170753,86.086800,26.699707
2024-07-19 05:11:52.133258+00,62.897568,87.164627,42.172211
2024-07-19 05:12:07.051063+00,57.251400,53.854462,36.640347
2024-07-19 05:12:21.986289+00,84.623116,75.528419,15.019937
2024-07-19 05:12:39.992169+00,51.373718,50.329918,35.646309
2024-07-19 05:12:54.918465+00,71.030518,57.488117,11.451194
2024-07-19 05:13:09.839553+00,58.114605,78.504173,47.964203
2024-07-19 05:13:24.739748+00,86.145912,66.159576,13.835474
2024-07-19 05:13:42.741533+00,79.524277,72.223495,13.068514
2024-07-19 05:13:57.633738+00,56.187641,79.024673,39.363670
2024-07-19 05:14:12.528572+00,53.657841,57.954868,35.874496
2024-07-19 05:14:30.544091+00,75.049232,87.503899,36.407360
2024-07-19 05:14:45.453726+00,64.723763,88.369232,34.673050
2024-07-19 05:15:00.321514+00,72.868355,81.972122,35.344635
2024-07-19 05:15:18.39803+00,60.118351,56.245144,36.420090
2024-07-19 05:15:33.330019+00,65.145958,56.741432,20.472898
2024-07-19 05:15:48.221862+00,86.502731,64.819267,13.504641
2024-07-19 05:16:06.233598+00,57.101303,85.990196,42.436638
2024-07-19 05:16:21.17761+00,73.282120,81.446289,33.900646
2024-07-19 05:16:36.067159+00,75.826401,87.584908,38.150742
2024-07-19 05:16:50.940373+00,58.492294,80.737473,45.014751
2024-07-19 05:17:08.957024+00,81.511932,88.185501,33.882950
2024-07-19 05:17:23.857229+00,50.616680,68.803780,48.944695
2024-07-19 05:17:38.794621+00,82.927628,61.745270,17.133230
2024-07-19 05:17:56.814197+00,69.880913,54.811481,29.150011
2024-07-19 05:18:11.686924+00,86.485847,70.282005,15.844101
2024-07-19 05:18:26.593746+00,87.995216,77.153755,17.604357
2024-07-19 05:18:44.602844+00,67.388077,80.916344,46.159100
2024-07-19 05:18:59.550492+00,76.357155,85.308601,36.440193
2024-07-19 05:19:14.44219+00,58.648979,82.162590,50.921169
2024-07-19 05:19:32.458349+00,87.263756,77.972160,20.127064
2024-07-19 05:19:47.33432+00,60.836216,84.712799,44.188625
2024-07-19 05:20:02.268912+00,55.191643,63.745522,48.782860
2024-07-19 05:20:17.163984+00,81.592209,61.703228,16.179346
2024-07-19 05:20:35.165133+00,82.155266,57.316967,20.049067
2024-07-19 05:20:50.100212+00,71.369743,86.503883,35.930344
2024-07-19 05:21:05.03662+00,53.915115,62.103420,50.142666
2024-07-19 05:21:23.046434+00,51.944035,67.549561,40.719898
2024-07-19 05:21:37.992097+00,66.318100,86.906540,37.139103
2024-07-19 05:21:52.895953+00,75.938881,88.633614,36.571163
2024-07-19 05:22:10.846329+00,59.333397,56.918301,20.703976
2024-07-19 05:22:25.791477+00,54.845284,71.418106,49.211285
2024-07-19 05:22:40.696881+00,66.494583,87.509041,41.310009
2024-07-19 05:22:58.665393+00,53.292553,63.659801,35.268230
2024-07-19 05:23:13.60261+00,90.084290,70.728683,17.041826
2024-07-19 05:23:28.496103+00,67.869919,87.654594,44.856731
2024-07-19 05:23:46.52536+00,63.364429,83.573364,59.926071
2024-07-19 05:24:01.440958+00,81.759941,63.713802,13.724196
2024-07-19 05:24:16.351847+00,81.921486,65.226822,6.099610
2024-07-19 05:24:31.263276+00,88.191971,74.427216,14.785933
2024-07-19 05:24:49.214957+00,51.872768,67.703979,43.549019
2024-07-19 05:25:04.161379+00,61.259438,72.014679,43.080132
2024-07-19 05:25:18.964938+00,85.360252,84.925705,23.497623
2024-07-19 05:25:37.088547+00,78.369438,79.872765,21.403988
2024-07-19 05:25:52.016304+00,81.075966,52.851299,16.307343
2024-07-19 05:26:06.860081+00,65.327705,54.671909,38.420254
2024-07-19 05:26:24.959458+00,54.227047,60.064873,46.954182
2024-07-19 05:26:39.957981+00,85.221870,61.508148,13.180331
2024-07-19 05:26:55.122574+00,84.003342,85.017220,4.365334
2024-07-19 05:27:13.258532+00,64.276672,58.878269,39.737434
2024-07-19 05:27:28.05591+00,57.173695,74.610863,39.919621
2024-07-19 05:27:42.855569+00,83.599922,70.883095,20.103815
2024-07-19 05:27:57.658711+00,58.779083,54.134132,41.463837
2024-07-19 05:28:15.509657+00,67.540794,88.335327,36.296673
2024-07-19 05:28:30.392803+00,81.743538,76.728035,19.100510
2024-07-19 05:28:45.276188+00,79.999886,61.919926,27.674931
2024-07-19 05:29:03.313505+00,60.221752,60.826511,45.403564
2024-07-19 05:29:18.213745+00,72.231529,83.764099,24.025475
2024-07-19 05:29:33.093474+00,62.208622,53.358906,33.108952
2024-07-19 05:29:51.148282+00,65.197823,85.695747,35.065487
2024-07-19 05:30:07.503329+00,84.962288,57.622593,20.754890
2024-07-19 05:30:22.382365+00,60.845795,72.574570,40.867233
2024-07-19 05:30:41.969081+00,75.619568,57.000305,39.036480
2024-07-19 05:30:56.823993+00,79.764992,80.849358,19.837347
2024-07-19 05:31:11.720085+00,58.111523,72.314758,47.138226
2024-07-19 05:31:29.799432+00,87.017982,68.643509,20.732582
2024-07-19 05:31:44.695166+00,64.615646,82.757843,37.810673
2024-07-19 05:32:01.044917+00,70.503174,58.060249,36.226650
2024-07-19 05:32:15.918039+00,85.658340,64.960327,18.102982
2024-07-19 05:32:33.947771+00,68.880859,87.191391,30.768711
2024-07-19 05:32:48.856876+00,56.753952,80.070236,39.967476
2024-07-19 05:33:03.707652+00,54.222488,71.281837,44.865562
2024-07-19 05:33:24.783769+00,61.000080,68.382256,49.492481
2024-07-19 05:33:39.636342+00,70.580223,56.191040,41.853104
2024-07-19 05:33:56.007172+00,83.629799,68.022163,18.530643
2024-07-19 05:34:15.628531+00,83.164917,75.698006,14.459933
2024-07-19 05:34:30.477643+00,81.510948,75.969246,21.207750
2024-07-19 05:34:48.296177+00,64.374611,86.478775,37.818661
2024-07-19 05:35:06.424491+00,57.175091,70.043602,42.430157
2024-07-19 05:35:21.301264+00,72.471107,57.893707,31.979256
2024-07-19 05:35:36.175952+00,80.604591,72.619286,11.162574
2024-07-19 05:35:54.269158+00,55.907627,74.465881,44.675728
2024-07-19 05:36:09.150667+00,78.097321,80.681023,19.317787
2024-07-19 05:36:24.052963+00,81.924332,56.051208,18.735777
2024-07-19 05:36:42.097945+00,84.107193,67.185432,14.438637
2024-07-19 05:36:57.005714+00,74.411659,64.361404,16.096556
2024-07-19 05:37:11.894716+00,84.235893,64.012497,20.202557
2024-07-19 05:37:29.942841+00,82.433220,74.896446,18.085121
2024-07-19 05:37:44.833221+00,87.139297,82.746002,20.243744
2024-07-19 05:37:59.743009+00,68.367409,82.113129,25.648922
2024-07-19 05:38:14.632807+00,74.527710,89.673134,34.705513
2024-07-19 05:38:32.683333+00,57.693443,67.329079,49.667973
2024-07-19 05:38:47.53846+00,82.162743,55.055023,14.810181
2024-07-19 05:39:02.53591+00,76.726631,86.731445,29.789345
2024-07-19 05:39:20.594508+00,85.165794,77.510338,15.058288
2024-07-19 05:39:35.538903+00,65.389923,53.877678,24.288380
2024-07-19 05:39:50.335961+00,51.333839,66.472481,44.998222
2024-07-19 05:40:08.3592+00,55.322117,62.946575,46.187328
2024-07-19 05:40:23.368691+00,79.786705,79.490700,18.542959
2024-07-19 05:40:38.352683+00,57.068085,61.053879,42.170292
2024-07-19 05:40:56.198347+00,89.803642,75.567322,15.015661
2024-07-19 05:41:11.127128+00,86.738564,64.285126,13.352675
2024-07-19 05:41:26.060649+00,86.806229,76.454407,23.715162
2024-07-19 05:41:44.02791+00,86.382805,85.615608,43.674332
2024-07-19 05:41:58.88333+00,56.869781,52.942291,38.206444
2024-07-19 05:42:13.772888+00,58.303368,60.915718,37.428238
2024-07-19 05:42:28.658845+00,62.616886,53.603687,36.626614
2024-07-19 05:42:46.792159+00,88.934570,83.850426,20.204838
2024-07-19 05:43:01.683533+00,74.514221,86.111977,33.889061
2024-07-19 05:43:16.577208+00,52.748894,76.449883,49.352570
2024-07-19 05:43:34.615431+00,85.735870,83.878311,17.332060
2024-07-19 05:43:49.488703+00,62.618584,85.469063,46.900707
2024-07-19 05:44:04.425475+00,58.809650,55.855713,30.342901
2024-07-19 05:44:22.420851+00,59.428539,87.622177,45.912945
2024-07-19 05:44:37.386817+00,84.939697,80.938087,18.945358
2024-07-19 05:44:52.275384+00,72.958778,73.362213,14.939016
2024-07-19 05:45:10.240853+00,93.748886,70.094040,28.817587
2024-07-19 05:45:25.182931+00,82.430252,57.842640,22.771641
2024-07-19 05:45:40.160971+00,73.602051,83.574806,29.689651
2024-07-19 05:45:54.952302+00,62.884113,61.815903,42.258568
2024-07-19 05:46:13.046674+00,77.862961,84.416092,24.935730
2024-07-19 05:46:27.847619+00,64.539619,56.828285,38.942749
2024-07-19 05:46:42.646224+00,73.790955,89.232986,36.914906
2024-07-19 05:46:58.769808+00,52.307117,75.051651,48.481354
2024-07-19 05:47:13.654575+00,68.809425,83.857971,39.225338
2024-07-19 05:47:28.536403+00,84.650955,84.058479,19.410257
2024-07-19 05:47:46.645151+00,69.751808,83.320175,41.848694
2024-07-19 05:48:01.571573+00,77.942642,87.880531,28.870384
2024-07-19 05:48:16.481211+00,78.131996,82.632050,30.991112
2024-07-19 05:48:34.513153+00,61.252190,80.237885,55.938721
2024-07-19 05:48:49.457931+00,86.759056,73.583038,18.266657
2024-07-19 05:49:04.354475+00,55.334667,76.500023,54.837852
2024-07-19 05:49:19.288007+00,62.261295,51.556355,35.129860
2024-07-19 05:49:37.211216+00,74.162048,58.647999,14.375016
2024-07-19 05:49:52.135304+00,58.123257,74.775635,49.731606
2024-07-19 05:50:07.054179+00,79.795380,59.508438,13.518645
2024-07-19 05:50:25.101275+00,87.401199,75.803329,16.290510
2024-07-19 05:50:40.004211+00,67.493851,50.876240,22.188679
