time,p1,p2,p3
2024-07-19 17:55:12.838006+00,53.510189,69.684052,34.787514
2024-07-19 17:55:30.750216+00,84.100479,88.887863,23.246361
2024-07-19 17:55:45.653759+00,79.036194,62.270222,11.839758
2024-07-19 17:56:00.58254+00,70.645187,60.864658,6.948069
2024-07-19 17:56:15.506403+00,58.093559,55.514484,28.967951
2024-07-19 17:56:33.49727+00,82.345772,86.397766,23.816036
2024-07-19 17:56:48.405685+00,85.961594,84.514870,15.483727
2024-07-19 17:57:03.330212+00,76.793373,57.423569,14.736301
2024-07-19 17:57:22.823277+00,56.696915,82.726372,47.692455
2024-07-19 17:57:37.783661+00,83.225204,65.465607,12.289081
2024-07-19 17:57:52.718701+00,75.517921,84.371262,35.041668
2024-07-19 17:58:10.616782+00,79.925804,88.525604,29.530384
2024-07-19 17:58:25.528966+00,55.614281,82.852676,45.309017
2024-07-19 17:58:40.402634+00,58.544773,55.996574,35.768280
2024-07-19 17:58:58.330964+00,61.427727,82.393044,41.515743
2024-07-19 17:59:13.247781+00,67.201927,55.201347,33.215111
2024-07-19 17:59:28.251505+00,84.494789,74.415176,11.646068
2024-07-19 17:59:46.299667+00,61.621258,83.807549,40.277340
2024-07-19 18:00:01.208367+00,78.293678,88.929512,35.825035
2024-07-19 18:00:16.104609+00,60.109760,63.255859,43.726704
2024-07-19 18:00:31.021584+00,83.321503,62.768478,9.181213
2024-07-19 18:00:48.984808+00,89.007477,71.098480,9.493135
2024-07-19 18:01:03.885492+00,57.824547,61.316113,43.893826
2024-07-19 18:01:18.829337+00,80.341393,88.047455,34.528744
2024-07-19 18:01:36.876538+00,56.630848,79.263878,47.387997
2024-07-19 18:01:51.799457+00,88.895607,78.246552,12.718290
2024-07-19 18:02:06.720844+00,52.834244,63.291912,45.083633
2024-07-19 18:02:24.708591+00,80.837608,61.681095,11.760767
2024-07-19 18:02:39.632466+00,52.068726,59.811256,37.197025
2024-07-19 18:02:54.555161+00,72.151199,91.307434,41.509537
2024-07-19 18:03:12.520519+00,53.258160,78.415176,48.488873
2024-07-19 18:03:27.419986+00,88.334450,78.761757,9.142237
2024-07-19 18:03:42.320939+00,53.799854,63.500870,37.028057
2024-07-19 18:03:57.245458+00,83.476448,90.127655,33.702766
2024-07-19 18:04:15.273106+00,57.866894,73.082138,46.942596
2024-07-19 18:04:30.175324+00,82.512909,83.902908,17.155092
2024-07-19 18:04:45.077144+00,69.380325,49.394798,22.016565
2024-07-19 18:05:03.119863+00,63.962769,54.368782,27.875242
2024-07-19 18:05:18.036531+00,86.323006,70.208511,20.154999
2024-07-19 18:05:32.939952+00,70.556389,55.676399,22.823715
2024-07-19 18:05:50.931916+00,71.276787,85.581276,41.437218
2024-07-19 18:06:05.839423+00,77.127991,90.114746,33.239002
2024-07-19 18:06:20.76817+00,77.546165,82.309578,19.218088
2024-07-19 18:06:38.761496+00,57.452324,53.242126,27.510664
2024-07-19 18:06:53.674877+00,74.223526,59.886818,8.704680
2024-07-19 18:07:08.591418+00,77.883278,84.538712,31.443668
2024-07-19 18:07:26.599206+00,62.441727,82.510368,49.054474
2024-07-19 18:07:41.504918+00,71.155983,89.045387,43.691338
2024-07-19 18:07:56.408877+00,55.856609,80.710114,43.730736
2024-07-19 18:08:11.33743+00,63.913464,88.479698,44.584496
2024-07-19 18:08:29.315301+00,89.694229,79.299538,18.556332
2024-07-19 18:08:44.26399+00,84.632851,67.470993,18.218794
2024-07-19 18:08:59.211435+00,65.456673,50.274406,17.339470
2024-07-19 18:09:17.145851+00,56.692413,73.872383,43.819992
2024-07-19 18:09:32.072773+00,64.114548,85.551094,43.208595
2024-07-19 18:09:47.00481+00,82.200462,86.995308,22.784266
2024-07-19 18:10:05.014106+00,51.787685,68.557770,47.691708
2024-07-19 18:10:19.937069+00,80.716072,89.797073,24.941914
2024-07-19 18:10:34.877996+00,55.002201,63.879173,26.381657
2024-07-19 18:10:52.826715+00,45.193138,76.472961,19.514208
2024-07-19 18:11:07.732517+00,78.620171,59.700840,13.697529
2024-07-19 18:11:22.653769+00,50.922527,74.988426,48.070087
2024-07-19 18:11:37.553505+00,84.035530,75.366119,13.236018
2024-07-19 18:11:55.577159+00,87.126526,80.883255,15.946361
2024-07-19 18:12:10.478441+00,58.699478,60.825741,33.683826
2024-07-19 18:12:25.376401+00,68.250389,88.114723,45.435890
2024-07-19 18:12:43.401437+00,54.384449,68.986404,48.975357
2024-07-19 18:12:58.277099+00,81.583992,64.061554,20.715059
2024-07-19 18:13:13.193527+00,70.737839,90.104248,31.673096
2024-07-19 18:13:31.23491+00,89.823013,85.519646,27.022350
2024-07-19 18:13:46.174842+00,59.505676,70.978157,41.193100
2024-07-19 18:14:01.091248+00,83.517792,56.404694,13.674328
2024-07-19 18:14:19.072876+00,86.200508,66.076553,11.795803
2024-07-19 18:14:33.968285+00,76.463051,90.552071,35.920338
2024-07-19 18:14:48.856227+00,61.818779,86.582993,43.622421
2024-07-19 18:15:03.76556+00,70.091591,87.966972,41.763237
2024-07-19 18:15:21.82266+00,75.080872,59.753746,18.720327
2024-07-19 18:15:36.718995+00,79.423744,87.252411,31.146261
2024-07-19 18:15:51.636783+00,47.150425,65.856407,19.526669
2024-07-19 18:16:09.654897+00,55.986080,77.721748,45.454918
2024-07-19 18:16:24.55626+00,66.962517,54.846912,28.434891
2024-07-19 18:16:39.466665+00,73.012787,58.068871,26.522285
2024-07-19 18:16:57.495762+00,73.922813,88.880798,28.805883
2024-07-19 18:17:12.388533+00,64.880898,80.920219,42.641636
2024-07-19 18:17:27.263036+00,55.366909,60.886055,37.210304
2024-07-19 18:17:45.316028+00,79.427040,88.350204,23.394432
2024-07-19 18:18:00.230923+00,81.060234,89.065575,26.685566
2024-07-19 18:18:15.142752+00,68.168510,84.376900,32.842487
2024-07-19 18:18:30.049328+00,64.228806,85.630226,42.372829
2024-07-19 18:18:48.081616+00,77.681297,51.946396,23.380632
2024-07-19 18:19:02.973234+00,81.633301,61.526913,14.268343
2024-07-19 18:19:17.843911+00,85.655357,74.110489,11.850862
2024-07-19 18:19:35.821411+00,66.591423,57.172840,16.059753
2024-07-19 18:19:50.758827+00,79.341721,91.556404,36.216534
2024-07-19 18:20:05.663304+00,87.102715,63.110756,13.932335
2024-07-19 18:20:25.178931+00,66.708527,58.100281,14.381330
2024-07-19 18:20:40.083938+00,57.084908,57.634232,41.904442
2024-07-19 18:20:55.005592+00,68.093857,89.910248,40.993435
2024-07-19 18:21:12.998237+00,71.206062,59.366421,7.791624
2024-07-19 18:21:27.908975+00,65.436127,55.684322,23.215187
2024-07-19 18:21:42.835052+00,53.388615,63.985752,49.090076
2024-07-19 18:22:00.849356+00,88.786148,77.092392,25.546934
2024-07-19 18:22:15.800549+00,88.062996,83.912529,27.017342
2024-07-19 18:22:30.709772+00,85.155487,81.516655,20.996002
2024-07-19 18:22:45.617888+00,85.867599,78.023376,14.173037
2024-07-19 18:23:03.631224+00,51.996571,58.823128,41.050507
2024-07-19 18:23:18.448466+00,56.018951,62.409161,42.948231
2024-07-19 18:23:33.381738+00,59.420101,47.292919,31.428024
2024-07-19 18:23:51.426661+00,56.158211,66.147011,46.088734
2024-07-19 18:24:06.353812+00,59.747173,83.927322,44.252625
2024-07-19 18:24:21.28211+00,85.216766,81.715202,29.373989
2024-07-19 18:24:39.272025+00,53.123489,59.602421,32.199497
2024-07-19 18:24:54.173422+00,79.548927,84.681030,22.845596
2024-07-19 18:25:09.070727+00,52.199581,60.433193,41.057846
2024-07-19 18:25:27.089654+00,58.949051,79.341423,42.719315
2024-07-19 18:25:42.022185+00,51.423431,68.083755,48.492195
2024-07-19 18:25:56.928181+00,48.399620,73.339272,48.330154
2024-07-19 18:26:11.814054+00,57.011204,79.990845,40.495815
2024-07-19 18:26:29.861186+00,53.934700,76.394897,48.602501
2024-07-19 18:26:44.861445+00,81.634018,62.108845,21.156664
2024-07-19 18:26:59.818374+00,74.750481,87.792328,20.892250
2024-07-19 18:27:17.724722+00,68.315628,61.650242,37.089512
2024-07-19 18:27:32.576531+00,86.018280,65.263916,9.946322
2024-07-19 18:27:47.466149+00,88.816605,63.554661,11.052487
2024-07-19 18:28:05.467811+00,84.206512,68.936966,16.251190
2024-07-19 18:28:20.357972+00,65.317154,53.205906,29.407978
2024-07-19 18:28:35.241572+00,56.108910,76.384941,42.762123
2024-07-19 18:28:54.772793+00,73.912285,88.441490,29.188364
2024-07-19 18:29:09.676219+00,84.527397,77.039680,16.892094
2024-07-19 18:29:24.582095+00,60.827366,62.181202,29.301205
2024-07-19 18:29:42.659811+00,55.056992,78.760345,42.549667
2024-07-19 18:29:57.560588+00,83.314301,61.965679,18.509916
2024-07-19 18:30:12.44244+00,53.924137,68.678719,44.718906
2024-07-19 18:30:27.308657+00,51.627949,72.995613,43.746777
2024-07-19 18:30:45.390971+00,57.838428,82.727135,37.806271
2024-07-19 18:31:00.258159+00,59.344009,86.523201,28.491140
2024-07-19 18:31:15.162943+00,78.816650,83.557297,15.621183
2024-07-19 18:31:33.207036+00,71.261314,72.720001,20.576111
2024-07-19 18:31:48.075738+00,72.830551,87.470291,21.362570
2024-07-19 18:32:02.968317+00,66.435028,83.132538,39.538658
2024-07-19 18:32:21.085628+00,84.990295,66.600342,16.006657
2024-07-19 18:32:36.086881+00,57.637012,84.029182,42.243610
2024-07-19 18:32:50.991636+00,73.014542,83.864456,24.847134
2024-07-19 18:33:08.878461+00,53.792854,58.271946,38.988091
2024-07-19 18:33:23.770881+00,69.048988,57.130554,17.702719
2024-07-19 18:33:38.70738+00,84.281837,73.946762,15.066653
2024-07-19 18:33:53.600632+00,75.687859,90.593674,30.123671
2024-07-19 18:34:11.658942+00,79.850105,66.755119,15.576594
2024-07-19 18:34:26.568029+00,82.426445,60.493095,16.197233
2024-07-19 18:34:41.434817+00,76.904076,54.770023,24.902548
2024-07-19 18:34:59.383719+00,82.975380,87.852188,28.866152
2024-07-19 18:35:14.330397+00,86.575760,78.272095,15.344984
2024-07-19 18:35:29.196323+00,82.670158,63.938923,15.127509
2024-07-19 18:35:47.326753+00,79.479439,89.555664,25.233698
2024-07-19 18:36:02.237453+00,72.341698,87.137474,29.205854
2024-07-19 18:36:17.171694+00,52.877003,83.711617,46.125443
2024-07-19 18:36:35.127383+00,71.979942,86.402412,32.685051
2024-07-19 18:36:50.003848+00,54.596634,59.485435,28.164055
2024-07-19 18:37:04.928017+00,80.753876,90.010208,32.394485
2024-07-19 18:37:22.955768+00,75.464897,66.834473,46.758858
2024-07-19 18:37:37.857152+00,87.592972,79.678101,18.966349
2024-07-19 18:37:52.756227+00,50.271229,61.899902,40.962635
2024-07-19 18:38:07.678869+00,76.203819,88.135323,27.878416
2024-07-19 18:38:27.211951+00,82.705048,65.421021,11.466592
2024-07-19 18:38:42.115911+00,57.861874,54.474911,32.398170
2024-07-19 18:38:57.035476+00,81.018234,85.360176,26.181629
2024-07-19 18:39:15.010262+00,79.040619,60.917046,14.335793
2024-07-19 18:39:29.924168+00,87.648216,83.154175,21.218506
2024-07-19 18:39:44.839602+00,56.649105,82.327415,48.698780
2024-07-19 18:40:02.858001+00,80.108200,83.699028,29.650496
2024-07-19 18:40:17.575138+00,53.500622,62.871788,45.197472
2024-07-19 18:40:32.512892+00,82.924103,65.164879,9.365750
2024-07-19 18:40:50.67705+00,88.382698,66.019135,17.493048
2024-07-19 18:41:05.578926+00,63.091175,52.456608,34.996319
2024-07-19 18:41:20.519772+00,86.021324,84.897278,30.619673
2024-07-19 18:41:35.436332+00,56.581833,63.064285,45.955799
2024-07-19 18:41:53.409547+00,86.189644,86.201355,33.664280
2024-07-19 18:42:08.277909+00,82.588257,81.892509,18.760872
2024-07-19 18:42:23.204875+00,91.955513,68.418053,19.624367
2024-07-19 18:42:41.329898+00,89.819672,82.822571,26.517782
2024-07-19 18:42:56.21803+00,84.872063,76.870361,17.299599
2024-07-19 18:43:11.068162+00,89.776306,70.244461,17.594542
2024-07-19 18:43:30.537131+00,65.429527,56.847267,40.770176
2024-07-19 18:43:45.399916+00,56.503876,76.095634,39.328011
2024-07-19 18:44:00.402532+00,86.109901,66.411942,14.525717
2024-07-19 18:44:18.360946+00,87.910034,76.424118,13.267476
2024-07-19 18:44:33.16272+00,73.074486,56.217747,21.007532
2024-07-19 18:44:48.030169+00,57.551567,71.256317,46.819740
2024-07-19 18:45:06.234379+00,64.662018,82.032875,41.726200
2024-07-19 18:45:21.079786+00,75.386208,85.677055,34.393314
2024-07-19 18:45:36.082681+00,78.636505,53.567440,22.123306
2024-07-19 18:45:51.083506+00,74.295555,91.045387,34.619331
2024-07-19 18:46:09.005476+00,66.711105,85.487053,41.699219
2024-07-19 18:46:23.807483+00,86.794617,78.162056,14.607192
2024-07-19 18:46:38.713024+00,83.990364,67.829086,15.759233
2024-07-19 18:46:56.843674+00,79.627579,87.701653,28.511000
2024-07-19 18:47:11.732328+00,72.568199,83.513733,24.856829
2024-07-19 18:47:26.642222+00,79.177139,87.927528,26.853010
2024-07-19 18:47:44.693467+00,56.941391,60.405285,42.783928
2024-07-19 18:47:59.561308+00,45.291786,62.438229,46.330997
2024-07-19 18:48:14.46768+00,56.921917,61.615875,42.584248
2024-07-19 18:48:32.497734+00,74.747223,68.853371,11.004554
2024-07-19 18:48:47.411326+00,88.768631,70.376190,13.110682
2024-07-19 18:49:02.300652+00,86.215965,72.192734,14.179753
2024-07-19 18:49:17.210856+00,89.117332,74.344650,16.150536
2024-07-19 18:49:35.203837+00,57.204815,64.093300,47.187271
2024-07-19 18:49:50.136038+00,61.486366,59.030075,35.904179
2024-07-19 18:50:05.010686+00,86.568871,72.677353,12.933716
2024-07-19 18:50:23.052331+00,76.753273,59.896801,11.377366
2024-07-19 18:50:38.007829+00,91.036148,80.888046,19.843519
2024-07-19 18:50:52.916157+00,68.499626,74.506226,12.448504
2024-07-19 18:51:10.838275+00,60.032570,85.513390,29.066936
2024-07-19 18:51:25.638013+00,81.443901,68.073418,12.470991
2024-07-19 18:51:40.441472+00,55.396545,62.931599,42.878574
2024-07-19 18:51:58.226232+00,87.971634,68.111641,20.072159
2024-07-19 18:52:13.114645+00,84.806030,71.104500,12.390748
2024-07-19 18:52:28.025151+00,87.281685,72.117317,15.260385
2024-07-19 18:52:46.043014+00,85.932388,84.337952,31.933460
2024-07-19 18:53:00.952822+00,77.592819,52.730705,18.357006
2024-07-19 18:53:15.862242+00,77.818039,54.500576,22.453777
2024-07-19 18:53:30.790567+00,66.526573,57.955929,26.845173
2024-07-19 18:53:48.724997+00,58.673683,84.604889,44.678364
2024-07-19 18:54:03.657085+00,58.254787,78.777618,45.690468
2024-07-19 18:54:18.568488+00,55.849861,58.810749,42.385647
2024-07-19 18:54:36.565116+00,65.127335,84.740242,39.719177
2024-07-19 18:54:51.520203+00,51.725456,64.861610,30.253729
2024-07-19 18:55:06.395108+00,78.428246,57.586739,19.184074
2024-07-19 18:55:24.433321+00,59.716972,62.647507,33.627987
2024-07-19 18:55:39.325526+00,79.179008,55.645096,20.262390
2024-07-19 18:55:54.278197+00,86.843300,64.063324,15.106946
2024-07-19 18:56:12.255793+00,66.317184,58.203796,28.833662
2024-07-19 18:56:27.171469+00,91.253578,78.248123,16.946535
2024-07-19 18:56:42.089577+00,63.622601,87.092766,44.983490
2024-07-19 18:56:56.98305+00,61.204456,58.879959,41.686344
2024-07-19 18:57:14.976993+00,84.113510,84.649010,22.320471
2024-07-19 18:57:29.90499+00,87.996895,65.386749,16.254223
2024-07-19 18:57:44.818185+00,89.528831,78.142769,20.593388
2024-07-19 18:58:02.832752+00,62.815998,54.379940,31.850607
2024-07-19 18:58:17.739611+00,69.506569,57.286007,30.634569
2024-07-19 18:58:32.586103+00,60.943878,59.289040,42.685265
2024-07-19 18:58:50.667627+00,68.751404,57.386154,13.023282
2024-07-19 18:59:05.518665+00,58.777115,53.555843,16.199198
2024-07-19 18:59:20.428501+00,63.734264,54.584301,32.499432
2024-07-19 18:59:38.484496+00,70.575493,85.100639,40.885181
2024-07-19 18:59:53.376232+00,54.745159,78.224251,48.375423
2024-07-19 19:00:08.310405+00,61.940308,57.853500,34.274677
2024-07-19 19:00:23.206452+00,88.677437,77.337967,15.605242
2024-07-19 19:00:41.245345+00,72.351967,58.598530,21.368368
2024-07-19 19:00:56.138382+00,87.627464,65.200745,12.812211
2024-07-19 19:01:11.069704+00,90.679100,79.267105,11.033632
2024-07-19 19:01:29.067643+00,80.879845,58.158714,14.623336
2024-07-19 19:01:43.988491+00,61.906185,79.779640,44.249352
2024-07-19 19:01:58.912849+00,86.561890,64.822525,23.057428
2024-07-19 19:02:16.901485+00,54.608257,71.666565,44.994511
2024-07-19 19:02:31.826585+00,73.226418,88.048660,37.170784
2024-07-19 19:02:46.753215+00,87.071548,79.194420,12.998928
2024-07-19 19:03:04.76432+00,53.167259,69.088875,46.786934
2024-07-19 19:03:19.668224+00,69.924927,89.770699,41.842838
2024-07-19 19:03:34.612195+00,84.290733,71.483963,11.484312
2024-07-19 19:03:49.519976+00,78.352890,58.477783,16.489365
2024-07-19 19:04:07.476575+00,54.933086,58.981415,35.552410
2024-07-19 19:04:22.37028+00,70.071533,55.248661,13.678640
2024-07-19 19:04:37.307635+00,74.668617,81.228638,18.151140
2024-07-19 19:04:55.290057+00,85.390961,85.505272,25.133852
2024-07-19 19:05:10.244089+00,66.472488,85.571709,38.537788
2024-07-19 19:05:25.159403+00,51.866001,62.706253,43.050171
2024-07-19 19:05:43.134991+00,53.069901,66.231361,43.399048
2024-07-19 19:05:58.069869+00,65.691216,54.398056,15.688655
2024-07-19 19:06:12.992621+00,74.476707,90.573814,39.090542
2024-07-19 19:06:30.962312+00,52.110020,53.294037,28.500170
2024-07-19 19:06:45.904727+00,83.446747,88.618034,41.295532
2024-07-19 19:07:00.843057+00,54.188660,59.692612,32.997307
2024-07-19 19:07:18.806514+00,86.996613,105.785866,20.535036
2024-07-19 19:07:33.737728+00,72.065285,54.574787,11.115689
2024-07-19 19:07:48.629996+00,88.015160,64.045647,9.047621
2024-07-19 19:08:03.589439+00,60.169373,81.437485,47.980587
2024-07-19 19:08:21.575488+00,58.936256,53.895233,30.790352
2024-07-19 19:08:36.496649+00,88.792213,89.686890,35.143024
2024-07-19 19:08:51.417343+00,60.097820,52.778862,28.730490
2024-07-19 19:09:09.386825+00,88.672241,87.797569,25.516209
2024-07-19 19:09:24.32771+00,53.258980,55.029423,21.778399
2024-07-19 19:09:39.268403+00,85.456642,92.561897,38.850216
2024-07-19 19:09:57.216772+00,53.641872,62.784454,38.996269
2024-07-19 19:10:12.159853+00,86.024231,88.729218,34.370407
2024-07-19 19:10:27.085506+00,86.674461,68.765396,14.552514
2024-07-19 19:10:45.043135+00,58.575764,54.371040,18.021963
2024-07-19 19:10:59.967828+00,56.123566,68.951042,44.780605
2024-07-19 19:11:14.911338+00,86.838966,89.712662,34.909519
2024-07-19 19:11:29.83331+00,70.731911,53.080288,14.196035
2024-07-19 19:11:47.799538+00,83.671989,77.049957,13.585704
2024-07-19 19:12:02.735685+00,71.747650,88.741783,46.039829
2024-07-19 19:12:17.664826+00,57.303932,55.740772,26.736166
2024-07-19 19:12:35.629381+00,73.987671,55.629387,11.348482
2024-07-19 19:12:50.577159+00,56.292500,82.264038,48.621090
2024-07-19 19:13:05.524048+00,81.246460,91.793579,43.322838
2024-07-19 19:13:23.465215+00,80.687904,90.123589,36.278980
2024-07-19 19:13:38.406622+00,62.010517,56.859833,12.103980
2024-07-19 19:13:53.365093+00,60.663349,90.434013,39.153728
2024-07-19 19:14:11.252125+00,49.362797,65.949753,36.909149
2024-07-19 19:14:26.188661+00,82.288742,61.598316,12.535642
2024-07-19 19:14:41.084426+00,75.281609,85.661674,30.993145
2024-07-19 19:14:56.04047+00,53.438644,70.147263,43.588318
2024-07-19 19:15:14.007275+00,58.389362,52.706676,23.603621
2024-07-19 19:15:28.943141+00,85.920105,75.344841,8.808572
2024-07-19 19:15:43.881723+00,60.678570,68.109901,38.276672
2024-07-19 19:16:01.845284+00,50.073883,66.446930,38.646027
2024-07-19 19:16:16.756902+00,58.198742,52.678432,22.474276
2024-07-19 19:16:31.687711+00,65.999397,53.252083,25.298351
2024-07-19 19:16:49.666497+00,50.182579,59.903481,34.191544
2024-07-19 19:17:04.660381+00,60.027840,51.002609,29.234451
2024-07-19 19:17:19.552722+00,85.214851,63.546055,8.841982
2024-07-19 19:17:37.509155+00,58.714352,55.660538,21.568626
2024-07-19 19:17:52.415696+00,57.130997,68.406479,42.805252
2024-07-19 19:18:07.342608+00,57.659615,83.123161,46.639729
2024-07-19 19:18:25.346046+00,59.903408,82.892227,49.534321
2024-07-19 19:18:40.269685+00,86.955338,82.249344,19.784599
2024-07-19 19:18:55.192733+00,66.470360,53.608650,20.364740
2024-07-19 19:19:10.095334+00,56.836693,81.157539,46.575054
2024-07-19 19:19:28.081117+00,54.196842,63.366768,39.138142
2024-07-19 19:19:43.003059+00,82.591621,87.926918,33.275726
2024-07-19 19:19:57.904664+00,80.405487,56.271751,15.332017
2024-07-19 19:20:15.93046+00,87.058220,69.518051,12.205794
2024-07-19 19:20:30.831197+00,56.252632,58.347809,38.538517
2024-07-19 19:20:45.772796+00,87.608421,83.852844,20.561838
2024-07-19 19:21:03.74048+00,56.074421,80.255646,46.948280
2024-07-19 19:21:18.663049+00,85.439064,79.587967,23.893770
2024-07-19 19:21:33.584882+00,55.766727,58.182640,33.703236
2024-07-19 19:21:51.572561+00,50.373989,59.460480,7.116870
2024-07-19 19:22:06.473584+00,57.204212,60.576141,39.775372
2024-07-19 19:22:21.371147+00,84.600143,66.347977,12.011416
2024-07-19 19:22:36.323684+00,86.356049,80.655266,18.724758
2024-07-19 19:22:54.354035+00,55.439262,72.947861,42.350849
2024-07-19 19:23:09.201285+00,41.575626,80.050919,42.973564
2024-07-19 19:23:24.088966+00,61.703678,83.746483,42.630394
2024-07-19 19:23:42.120803+00,70.712868,59.102425,16.946770
2024-07-19 19:23:57.030774+00,73.232849,59.070419,21.145573
2024-07-19 19:24:11.939383+00,66.600914,60.282585,19.808298
2024-07-19 19:24:29.974069+00,64.221725,86.964836,44.427418
2024-07-19 19:24:44.872293+00,72.344154,62.250858,21.525959
2024-07-19 19:24:59.787123+00,87.571426,82.337433,18.103264
2024-07-19 19:25:17.798473+00,57.234039,67.580215,42.593094
2024-07-19 19:25:32.741831+00,73.726730,88.809967,31.808037
2024-07-19 19:25:47.744436+00,73.052040,58.468685,27.429058
2024-07-19 19:26:02.607968+00,61.780807,70.826630,47.761612
2024-07-19 19:26:20.470529+00,70.103279,55.376987,30.380993
2024-07-19 19:26:35.471009+00,84.408401,85.793701,21.205011
2024-07-19 19:26:50.478795+00,70.054596,47.741879,28.296444
2024-07-19 19:27:08.345687+00,85.026093,85.957664,21.976185
2024-07-19 19:27:23.305089+00,83.097076,61.112103,11.528874
2024-07-19 19:27:38.149715+00,63.585491,57.100616,32.142975
2024-07-19 19:27:56.252114+00,54.911736,72.077789,43.978043
2024-07-19 19:28:11.070173+00,87.786453,73.238373,14.300646
2024-07-19 19:28:25.870223+00,66.117645,57.565323,35.505615
2024-07-19 19:28:45.010783+00,61.265869,84.497330,37.002766
2024-07-19 19:28:59.955562+00,89.433258,77.288742,10.692816
2024-07-19 19:29:14.823799+00,89.824234,67.217232,14.888099
2024-07-19 19:29:32.870474+00,76.595078,60.637463,21.700085
2024-07-19 19:29:47.773338+00,80.245300,56.773872,19.169436
2024-07-19 19:30:02.649863+00,77.728241,86.150360,31.081617
2024-07-19 19:30:17.530461+00,59.628220,58.310829,38.812199
2024-07-19 19:30:35.563961+00,83.469589,80.668861,22.480667
2024-07-19 19:30:50.493378+00,63.933895,87.087578,38.526043
2024-07-19 19:31:05.351613+00,70.025574,56.882401,22.265327
2024-07-19 19:31:23.475273+00,75.704849,55.766365,22.137756
2024-07-19 19:31:38.404841+00,67.944084,57.900917,18.742626
2024-07-19 19:31:53.273256+00,72.356148,54.127514,22.523785
2024-07-19 19:32:11.286912+00,78.366959,94.900856,27.457865
2024-07-19 19:32:26.151106+00,90.844543,72.775681,13.136772
2024-07-19 19:32:40.948762+00,59.377106,62.360119,43.487728
2024-07-19 19:32:59.120083+00,81.046448,54.595833,17.159351
2024-07-19 19:33:14.052665+00,88.320969,76.210159,11.659121
2024-07-19 19:33:28.867912+00,56.737900,74.263870,44.084614
2024-07-19 19:33:43.865598+00,59.098888,58.636345,37.549335
2024-07-19 19:34:01.764447+00,54.662277,59.533588,36.648376
2024-07-19 19:34:16.748808+00,70.680527,88.388329,37.858810
2024-07-19 19:34:31.595763+00,75.151947,88.598091,31.170429
2024-07-19 19:34:49.645547+00,53.499386,66.547928,45.282658
2024-07-19 19:35:04.553605+00,56.797134,77.545204,47.663044
2024-07-19 19:35:19.4998+00,73.260094,89.981247,30.778908
2024-07-19 19:35:37.485323+00,56.148666,76.593880,47.380749
2024-07-19 19:35:52.451589+00,68.498077,72.216591,31.911350
2024-07-19 19:36:07.360884+00,74.448784,85.915489,24.363852
2024-07-19 19:36:25.330063+00,67.314301,56.172497,18.826899
2024-07-19 19:36:40.225419+00,83.746368,43.016529,16.855253
2024-07-19 19:36:55.118908+00,89.251877,78.153030,17.412169
2024-07-19 19:37:10.058714+00,80.418823,70.912766,33.280056
2024-07-19 19:37:28.115832+00,86.828247,64.665901,11.189635
2024-07-19 19:37:43.042316+00,89.049812,86.553947,25.758991
2024-07-19 19:37:57.933635+00,72.803352,84.730278,36.670307
2024-07-19 19:38:15.904177+00,69.730560,53.876202,27.344049
2024-07-19 19:38:30.832009+00,56.768715,63.145527,38.504219
2024-07-19 19:38:45.720377+00,54.042717,63.425533,38.568047
2024-07-19 19:39:03.733578+00,84.694443,89.188339,20.335386
2024-07-19 19:39:18.623557+00,78.085106,86.132088,27.892883
2024-07-19 19:39:33.550581+00,89.335205,81.160820,12.779188
2024-07-19 19:39:51.582473+00,56.907158,74.542786,29.560186
2024-07-19 19:40:06.493579+00,56.212784,59.383553,37.934067
2024-07-19 19:40:21.384627+00,61.883263,63.163467,33.757431
2024-07-19 19:40:39.416705+00,76.740311,64.183571,7.514391
2024-07-19 19:40:54.331357+00,59.526779,87.536308,45.104546
2024-07-19 19:41:09.222009+00,53.129696,74.707336,42.870884
2024-07-19 19:41:24.115725+00,59.893681,58.514652,29.353851
2024-07-19 19:41:42.130173+00,62.085426,85.126022,42.273716
2024-07-19 19:41:57.024521+00,53.852821,65.686508,37.978138
2024-07-19 19:42:11.959575+00,73.677483,58.405201,14.283076
2024-07-19 19:42:29.99487+00,57.770298,77.866684,46.122696
2024-07-19 19:42:44.88799+00,61.602444,58.556458,32.945038
2024-07-19 19:42:59.820869+00,74.478554,58.999069,18.410456
2024-07-19 19:43:17.79591+00,57.058750,70.989212,35.523430
2024-07-19 19:43:32.7086+00,57.901249,59.029682,36.068199
2024-07-19 19:43:47.641557+00,74.423439,57.594028,21.588566
2024-07-19 19:44:05.636421+00,94.002464,78.136292,46.950844
2024-07-19 19:44:20.544079+00,54.273533,60.751789,38.823826
2024-07-19 19:44:35.477776+00,67.510155,55.711575,23.877302
2024-07-19 19:44:50.375018+00,87.293869,71.896103,10.253684
2024-07-19 19:45:08.38909+00,55.565250,66.640320,40.887104
2024-07-19 19:45:23.321282+00,55.313477,57.886154,36.303646
2024-07-19 19:45:38.233387+00,73.958237,59.234577,23.127031
2024-07-19 19:45:56.207091+00,57.206772,84.951378,46.799004
2024-07-19 19:46:11.118978+00,50.810162,69.236420,43.119644
2024-07-19 19:46:26.032871+00,68.662979,58.155525,22.674501
2024-07-19 19:46:44.050854+00,53.064835,77.973862,48.572186
2024-07-19 19:46:58.946394+00,71.917595,59.176521,22.123135
